ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
70,0.007421088,-0.170111977,0.294993684,-0.142179422,-0.283985359,-0.848892487,0.231797756,-0.327735824,0.118086077,0.593786985
71,-0.276592279,-0.09393525,-0.084571322,-0.364937113,-0.80219117,-0.581660796,-0.049594049,-0.033734529,-0.034304625,0.690355764
72,0.696758911,-0.507384391,0.088915526,0.602572286,0.280536822,1.19925671,0.081137928,0.199651542,-0.211296391,-0.927415966
73,0.350387982,0.799995078,1.855702839,-0.335521314,3.113607457,1.595186291,1.834439055,0.576682937,0.125308182,1.680493366
74,1.653104276,0.98908751,1.160922725,1.088916843,1.673198532,0.065861419,1.070393528,1.052497542,0.156001694,2.183189997
75,1.127619238,0.510379905,0.08952272,0.874385691,-0.549695916,0.333117646,0.068753896,0.635546338,0.305794678,0.464308709
76,-1.310101748,-0.431706441,-0.512264759,-0.390997949,-0.284154614,0.206683092,-0.446597328,-0.608013073,-0.139824501,-1.163091031
77,-0.581682655,0.301254138,0.600456633,-0.989843165,-1.12998996,-0.35433919,0.532724707,-0.441221765,-0.209030477,-0.985586859
78,0.880150696,0.94269963,0.889781734,0.378319933,1.028519507,2.174367663,0.855187243,1.853259808,-0.215527351,-0.33952843
79,0.954758496,1.031151641,0.476457389,0.946410136,-0.637893344,0.334768167,0.432874771,0.852549556,0.434076062,-0.076517081
80,0.783407144,0.625846877,-0.787713003,0.787187731,-0.709900469,0.606598965,-0.868234532,-0.111691396,1.607670382,0.578612469
81,-0.059575622,0.835453953,1.125714101,0.304215917,-0.455232329,-0.557259034,1.101147326,1.299595172,-0.013152449,1.235527592
82,1.636113156,1.205679196,0.776814528,-0.310726676,0.333014562,1.391989621,0.75129466,0.152814236,0.147109719,-0.443664316
83,-0.783336092,-0.476359489,0.422960383,-0.735065997,-0.732008647,-0.247223143,0.449181339,-0.043496982,0.048061026,0.180805622
84,1.059914409,0.538807448,1.046244282,0.66641678,-0.477637275,1.521440932,1.082709437,1.601741873,-0.757691781,0.470172709
85,-0.392133452,-0.389186683,-1.251964088,-1.076477236,0.064462531,-2.090974791,-1.305505296,-1.359022526,-0.282201112,-0.341927951
86,0.752452037,-0.708211943,0.8942355,-0.376585344,1.152365318,0.105132024,0.893872269,0.403536406,-1.42091089,0.589671537
87,-1.017430971,-0.955947334,0.83806956,-1.143102218,0.016817687,0.631455122,0.843394785,-0.782178162,-0.601610413,-1.456713663
88,-1.232141391,0.007164767,0.361154321,-0.469740014,-1.080118758,-0.753368736,0.369240164,-0.035140762,-0.443912504,-0.690683445
89,-0.299339562,-0.490783427,0.176753311,-0.562338933,-0.474595877,-0.820776152,0.198455854,-1.059677341,-0.414287614,-0.58137822
90,0.309221155,-0.860206995,0.935244292,-0.985682502,2.114390828,-0.810584238,0.884209602,0.301950055,-0.997547702,0.948079482
91,-0.555844682,-0.965840937,-0.390912192,-0.52015166,-0.885647157,0.139712797,-0.290355196,-0.100244573,0.88328522,-1.488367859
92,-1.501814655,-0.399755496,0.336999442,-0.849550586,-0.488516504,-0.811206858,0.28086528,-1.097435807,-0.738763698,-0.604944725
93,0.305215039,-1.031716079,1.496833572,0.72214838,0.644518121,0.191830391,1.502811057,0.71148012,0.063719503,0.842936567
94,1.825189681,0.673997868,0.928356699,0.695344578,-1.019708567,0.586270903,0.84120002,0.628369126,0.829689819,2.245534782
95,1.275089577,0.597483788,-0.259472227,0.705804968,-0.260217149,1.365556529,-0.265712751,0.843047945,1.765035932,-0.871863148
96,-1.628503175,-1.17741542,0.025327172,-1.725640725,0.72459601,-1.935957549,0.057196218,-0.380020406,-1.190600524,-0.072621802
97,0.58405224,-0.218871756,-0.050842727,0.119662713,-0.178691843,-0.102146494,-0.058075037,-0.048497482,0.106269568,-0.829470355
98,-0.75769863,-0.286229636,0.238653739,-0.979010983,-0.969503046,-1.478881291,0.175579466,-0.373414866,0.053489463,0.010915282
99,-0.525067814,-0.011546001,-1.410597126,-0.219104158,-0.041456964,-1.382204494,-1.459410182,-0.716766874,0.122945077,-0.69530667
100,-0.421198198,-0.508811164,-0.253273684,0.418423606,0.626543908,-0.242133715,-0.264281299,-0.189066823,-0.302101509,-0.508384156
101,-1.394855379,-1.464840858,-1.778072467,-0.989705482,0.493821254,-0.862234605,-1.799545342,-2.011062673,-0.420287746,-0.549857101
102,-0.831694078,-0.951023791,-0.46555553,-0.620609201,-0.823592852,-0.068990746,-0.47583433,-0.434311678,0.252176209,0.043756691
103,-2.191464209,-1.584074295,-1.17106623,-1.338002243,-0.888633707,-1.291897125,-1.137375882,-1.278466508,-0.694531438,-1.43853709
104,-1.316808544,-1.277987921,1.001959301,-0.056580111,0.857264219,-0.327079412,0.950509601,-0.967681609,-0.085070651,0.089231689
105,0.651829449,0.379075087,1.048980438,0.754144457,0.124161298,0.162951692,1.020716231,0.800348725,-0.824901376,0.329195752
106,1.099685324,1.082947767,-1.660361049,0.488377343,-1.528325981,0.613091839,-1.707078942,-0.741547419,1.675040541,-0.668445453
107,-0.686935035,-0.923030442,-0.323204082,0.34462139,0.341473897,-0.415599214,-0.199206573,-0.22177548,-0.080730262,-1.269063492
108,-0.843602187,0.006472572,-0.020094992,-0.770567879,-0.803434876,0.280959254,-0.046395404,-0.419631345,-0.925319646,0.000514685
109,0.346191023,0.542474542,0.930697295,0.114058415,0.593526956,-0.486100095,0.809106652,0.267158826,-1.258787644,0.933024919
110,0.99604197,0.350099158,-0.66312403,0.990852798,-0.438554477,0.588281662,-0.676152757,-0.690305674,0.946311232,-0.543588633
111,0.152240361,-0.18422531,1.587385132,0.660144815,1.199333018,-0.300003968,1.520998949,0.860279111,0.085571914,1.23740026
112,0.944790634,0.527027884,0.389248622,-0.115053453,-0.267881278,0.273316014,0.340405217,0.827705734,0.802899458,1.239784873
113,0.18388246,-0.134541485,-0.202502589,0.425939703,0.189474076,-0.414346296,-0.223854099,-0.132564412,-0.25408883,-0.427753326
114,-0.318946696,-0.861278076,-0.93109798,-0.550980255,-0.815155983,-0.172818931,-0.979358144,-1.867485128,-0.020035798,-0.054411847
115,1.203641499,0.40398296,-1.272603401,0.991920636,-0.357647986,1.346000401,-1.21496965,-0.240333008,0.266395348,-0.262567735
116,-0.399705091,-0.155930968,-0.566825823,-0.362308142,0.330105506,-1.261086428,-0.491779524,-0.336293496,0.206113862,-1.077266625
117,-0.157083929,-0.507029744,-1.270884022,-0.681453177,-0.796380965,0.019487012,-1.350646222,-0.457548611,-0.29963905,-0.596042571
118,-0.059093982,-0.195798898,0.882725872,-0.690895088,2.586154797,0.835253456,0.820840335,-0.325373266,0.105268009,-0.532595242
119,-0.673329331,-1.072017813,-2.156550203,-0.119226523,-1.670062767,0.205339037,-2.158032884,-0.886242793,1.038147884,-1.623315925
120,1.067799631,0.360445742,0.554547199,1.061765965,0.280297584,0.622857223,0.499216409,0.442650482,-0.264940643,0.825176188
121,0.100413571,-0.036508749,0.082025186,0.260923371,-1.123309443,1.304966711,0.044008246,0.555655225,0.66156905,0.03789006
122,-0.521599118,-0.951518007,0.455922753,-1.0574243,-0.129758507,-1.298734278,0.379301782,-0.640515038,-0.094170113,0.828896617
123,-0.056133564,-0.349791878,-0.047460489,0.58325435,-0.244784793,0.70522305,-0.014479682,0.232786227,-0.049310121,-1.468450157
124,-0.405528294,-0.9729623,-1.319901977,-1.210221062,0.113011301,-1.470031621,-1.240186045,-0.704102913,-0.603616989,-1.067223273
125,-2.007984638,-1.769460028,-2.179595058,-2.093288193,-0.179132737,-2.024487294,-2.161396646,-1.651736033,-0.043207819,-0.580847203
126,1.161844569,1.208823713,0.131568602,-0.388245167,0.390986686,0.842888973,0.095251708,0.476426729,0.118689377,0.376244715
127,-1.694115078,-1.313731308,0.83296006,-0.293998472,2.55882896,-1.477935486,0.810987374,0.020309202,-0.782605836,0.094216613
128,0.530841024,0.493682597,-1.040163335,0.78783439,-1.283065301,-0.769781617,-1.001121938,-0.449032289,1.388905231,-0.888035643
129,-0.251138652,-0.767917767,-0.192976168,-0.691449974,1.856233063,0.372208413,-0.137386127,-0.289584204,-1.083248925,0.215115993
130,1.341558635,1.600099517,1.307722,2.383878319,1.440848016,1.811661084,1.345015171,1.278385043,0.079670282,0.516516035
131,2.535148525,1.546524263,1.064677652,1.928039016,2.722347544,2.038249402,1.000492805,2.33167674,0.397549673,0.394021087
132,1.579967403,1.447963375,0.62866982,2.125320608,-0.879926764,1.125857753,0.607853023,2.163095201,1.282663247,0.183809634
133,0.316759217,1.075668181,-1.140491373,1.714831377,-0.538563235,0.423040974,-1.047357225,-0.954443743,0.079273628,-1.520617427
134,-0.961264655,-1.915437754,-0.127447669,-0.721336017,1.641390433,-0.729980472,-0.0574642,-0.364118725,-0.131991174,0.261561631
135,-0.666590929,-0.184935222,-1.641231434,0.262035429,-1.280626253,0.924550923,-1.587548754,0.241721188,0.211325569,-0.236639771
136,0.473731481,-0.498921572,-0.208151424,0.005409595,0.845618457,0.398659127,-0.210262073,0.037877439,0.473092588,0.619444792
137,-0.117337446,-0.451581597,0.512588191,-1.011710399,0.697400246,-0.274936353,0.505382786,-0.294229329,-1.409320166,0.81850871
138,1.591750031,0.168691942,0.572152221,1.582615184,0.189123566,0.457473538,0.567731958,0.056239197,0.311721337,1.531561125
139,-0.094427157,-0.744945164,0.295642978,0.358645345,2.036130439,-1.220752475,0.320226983,-0.245276779,-0.943282804,-0.538375672
140,-1.10284502,-0.337691906,0.925360971,-0.825561725,-0.03524592,0.551567604,0.983418949,0.784971614,0.168910483,-0.195580311
141,0.327267079,0.406637896,-1.088190307,0.113948175,-0.339882677,-0.8331747,-0.981770206,-0.59932417,-0.208753658,-1.324738607
142,-1.226675479,-0.705548179,-1.827544616,-0.736195564,-0.926984492,-0.290089688,-1.828651365,0.072161571,0.515123854,-0.931214506
143,1.114177527,0.950053543,0.59607022,0.877096874,-0.869354573,0.306179733,0.556260783,1.022618145,1.002613902,1.136069841
144,-0.087374996,-0.233611399,-0.265273359,0.163494535,0.472469508,0.237755526,-0.273398135,1.049445959,-0.707888893,-0.547335067
145,0.819967562,1.282156769,0.660550305,0.686826926,0.040865229,1.369052882,0.630538569,0.612765958,1.144949857,2.306590445
146,-0.007562566,0.909944377,-0.049202029,0.299521298,-0.596959368,1.882711783,-0.059181376,0.167678118,0.048518609,-0.372393765
147,0.247370261,0.487734243,-0.072672896,-0.351794381,-0.375696194,0.132536062,0.010612727,-1.183293262,-0.160672837,0.18602759
148,1.34216945,1.259533138,-0.138458814,1.31854953,-0.104983823,1.284304818,-0.139822977,1.32947379,0.432108851,0.420884955
149,-1.542171509,-1.355896077,-1.391647057,-1.265736605,0.047421174,-2.1071105,-1.423664699,-1.775896563,0.179899504,-0.234667468
150,1.776088982,1.419460281,-0.226280135,0.045204072,-0.488530524,1.112001768,-0.319021701,0.109522152,0.469406607,-0.428184625
151,-1.213264521,-0.524959504,-0.120268735,-1.297692165,0.584325196,-1.53298348,-0.030292283,-1.19933306,-0.012700558,0.358624685
152,-1.073693725,0.204506686,-0.157194899,-0.89706294,-0.219001252,-0.014118077,-0.165527713,-0.633065597,-1.06267005,-1.042117018
153,-0.03922565,0.420474057,-1.084034208,-0.630893784,-0.457249619,-0.058312459,-0.98139245,-0.881007468,-0.680104899,0.841626822
154,2.011960563,0.72178386,0.653228727,1.043500089,-0.299286231,1.576969048,0.652560422,1.913898619,1.924172613,0.517394311
155,1.201760088,0.350575134,0.645867497,0.386149216,-0.819368663,0.362064339,0.659056946,1.503454193,0.497210248,0.657992785
156,1.163877298,0.507000889,-0.633555865,0.862704711,-1.329016185,0.085927208,-0.701480317,0.720767455,1.507843116,0.835654627
157,0.214934668,-0.104233739,-0.133874641,0.338391243,0.468374226,-0.683284129,-0.115697842,0.452799615,0.224464895,1.189463622
158,-0.6737413,-0.755962109,-0.151591868,-0.164436211,-0.003280685,-0.714431399,-0.13049948,-0.452021323,0.937572465,-0.026514009
159,-0.109246878,-0.581083549,-0.291927398,-0.149357386,0.720046566,0.286675507,-0.262507846,0.417000511,-0.139847567,-0.013803131
160,1.935146267,0.025596608,0.401439166,-0.400762921,-1.357912104,0.439730269,0.403291945,-0.424820289,-1.051234901,-0.52722925
161,0.463338335,-0.158849405,-1.619851305,-0.02567942,-0.411941111,-0.096105639,-1.594662558,-0.772985696,1.158857063,-1.491786747
162,0.968447594,2.063066881,0.50146566,0.610384431,-0.453431916,1.175202249,0.431726607,1.123887491,1.100892052,1.998189485
163,-0.554624293,-0.954741355,0.292338593,0.117374632,1.830574518,-1.509329953,0.282564468,0.665246709,-1.447445247,0.550038019
164,0.560578478,-0.273135444,-1.224404226,1.028637291,-0.240833853,-0.552389634,-1.251879136,0.763086939,-0.017041243,-1.284619616
165,-0.660687188,-1.13405287,-0.987725646,-0.387168041,-0.391426161,-0.008222284,-0.968698529,-1.152406949,-0.405851364,-1.386165963
166,-1.221777428,-1.233724785,-0.230978297,-1.230433227,0.109346459,-0.4861341,-0.211190017,-0.273011595,-0.207498536,-1.708494886
167,-0.293999493,-0.522200085,1.519785323,0.02096995,2.367726949,-0.547966508,1.636438055,0.260319927,-1.027271702,0.232654193
168,0.066898022,-0.351063969,0.254532571,-0.908730674,-0.103312687,0.427911176,0.281670012,-0.528512899,-0.281487865,-0.108916266
169,0.147057868,0.037702783,-2.679468291,0.138127319,-0.695407899,-0.199273192,-2.575700426,-0.707232142,0.057628786,-1.633617896
170,-0.441732784,1.306521251,0.565707571,0.862701813,-0.482643139,-0.330774871,0.566818232,0.559622546,-0.22869832,-0.507314095
171,-0.400886705,-0.364703926,-0.198681299,0.015833927,-0.683920399,1.177167485,-0.179352941,-0.10145024,-0.211697584,-0.798301771
172,-0.176828173,-0.360700109,-0.40325382,0.629286312,-0.166602449,0.176037768,-0.35128049,-1.291056142,-0.651772685,-1.690956823
173,-1.116528817,-0.585605373,0.459031408,-0.592686433,1.423227064,-1.044678617,0.426781246,0.660007522,-0.575129181,-0.331915005
174,-0.677817916,0.539554698,1.428372218,1.058056934,2.332401096,0.109887819,1.408251385,-0.743772541,-0.964218964,0.827869505
175,-0.48243033,-0.847888584,0.987827978,0.352441128,-0.652123495,0.116157974,0.990242858,-0.062799219,0.049899872,0.564906085
176,1.009465731,1.63264517,1.58418774,1.171027151,2.474460658,1.256941579,1.509069364,1.45059252,0.539797812,2.100030618
177,0.207847194,0.393512702,-0.055199964,0.343684038,-0.39132874,-1.516039593,-0.049844175,0.154047017,-0.169381526,1.235970951
178,0.973049245,-0.162783556,0.516083976,0.958367153,-0.535334608,1.219136983,0.45027826,1.121798874,1.085286378,0.780215119
179,-0.797017138,-0.897420069,0.977354561,-0.911623067,0.529856337,-1.404918927,0.94714634,-0.537050791,-0.24397694,-0.269712698
180,0.086294266,0.398585631,0.304523864,0.612025219,-0.176124136,-0.646974536,0.24683515,0.143435666,-0.791842615,1.496481235
181,0.47895634,0.78706153,1.501387616,1.382073461,1.722592437,1.025890677,1.500374915,1.137090624,0.215526787,-0.474401288
182,0.112574782,0.335684064,-1.071537565,-0.132212934,-0.121240728,-0.336490674,-1.016206523,0.162409922,0.220377295,0.158956584
183,0.626547655,0.88528342,1.033741903,0.88064115,-0.387709473,1.249673452,1.014468109,1.279547827,-0.236670809,1.681034258
184,-0.92680854,0.009347069,1.568800283,0.595765399,2.540811253,-0.561849702,1.692971128,1.495121375,0.175071831,0.368276292
185,1.834240535,1.348277138,-0.160638848,0.837314698,-1.006867692,0.095068883,-0.180041533,-0.007338697,-0.475000156,1.895379106
186,-0.275288143,-0.447863627,0.214906549,-0.629490068,0.098179462,0.530845972,0.262634249,0.667890979,0.054105423,-0.231980983
187,0.748608586,0.29189437,1.387891405,1.137394215,0.00206497,0.520841004,1.304445637,1.469744496,-0.356245049,1.104046035
188,-0.830563198,-0.226748635,-1.678103323,-1.251402647,-0.397419598,-1.382196128,-1.532141912,-1.496708454,0.361802476,-1.387735384
189,-1.401163964,-1.483153668,-0.261482788,-1.559937762,-0.465345625,-1.403723491,-0.290176837,-1.503790507,-0.288650985,-0.531332806
190,-1.39127747,-1.289555239,-2.014362265,-0.535358405,0.211768787,-1.196596911,-2.002918733,-1.636866364,-0.468329515,-0.545457339
191,0.940557491,-0.07404487,1.178096595,1.19746536,-1.47694892,1.642868514,1.200612669,1.201614645,1.71904368,-0.425202855
192,2.866616949,1.189356749,1.520674899,0.519526106,2.902020607,0.545815901,1.47756621,2.518860217,0.327742549,2.183649287
193,-0.035585975,0.652061537,2.117979348,0.363898442,2.187248624,0.746747376,1.844411585,2.614950987,1.421753629,-0.211657075
194,1.067006014,0.024496124,0.222672474,0.037068884,-0.141583583,0.298811628,0.217246074,-0.768857956,0.902103668,1.015740079
195,-0.113727616,-1.050241822,0.006824352,-0.746525355,1.614867204,-0.503476402,-0.022146216,0.012768723,-0.467406229,0.489344223
196,1.022675614,0.971444078,1.59671488,1.429187046,-0.69503756,1.435423602,1.608957844,1.407682158,-0.034306958,0.426434444
197,-0.387349639,-0.35617337,-1.953817791,-1.055314493,0.135257339,-0.668462406,-1.945446383,-0.33488808,-0.838411389,-1.509072968
198,0.78421454,1.280151562,1.244690014,0.989988202,-0.442974711,1.002006677,1.176784023,1.534718463,0.49697506,1.964818552
199,-2.049191575,-1.469005151,-1.278241235,-1.386686473,-0.37698234,-1.617429908,-1.250166454,-1.488469874,-0.046565584,-0.291487417
200,-0.075387512,-0.070135591,0.314799963,-0.402584514,-0.573192899,-0.211588902,0.34955063,0.401581587,-0.536664845,0.599287548
201,-1.62682397,-1.056706081,-1.873410472,-1.923094317,-0.439614893,-1.954173606,-1.843413153,-1.458736496,0.459295697,-1.568866287
202,1.702315791,0.744601681,0.885384467,0.710723005,-1.169742297,2.44462948,0.792952901,0.736197111,1.076867045,2.401541767
203,1.219547803,1.542235616,-0.097845933,0.792356202,-0.228424518,0.292109739,-0.070985116,0.824836871,0.725813109,1.723866446
204,2.853685065,2.695106559,1.354845691,0.563370059,1.103168811,1.137387291,1.357077406,0.753533694,-0.616811537,0.250457221
205,-1.364867318,-1.727796946,0.190441612,-1.428722342,0.874100649,-0.522256777,0.201114292,-1.664430746,0.128469531,0.303561815
206,1.954179139,0.901346847,1.177006369,1.460014403,-0.487290058,0.648152005,1.117059238,0.929698886,0.283426606,2.042249606
